id,rating,content,source,final_emotion,final_category,length,split
2752,5.0,"Велика подяка за допомогу в отриманні ідентифікаційного коду моїй сім'ї, а саме бабусі та тату,яка приїхала з міста Куп'янськ 💙💛
Персонал ввічливий, швидко все зробили.Дякую!Таких чуйних працівників більше ніде не зустрічали!…",original,Happiness,Gratitude / Positive Feedback,226,train
11165,5.0,"Дуже професійне та уважне викладання правил дорожнього руху !
Не просто школа а Школа з великої букви і з традиціями !!!",original,Happiness,Gratitude / Positive Feedback,120,train
1754,1.0,"Шахраї чистої води! Гроші взяли, а роботи немає! Люди будьте пильні! не раджу цю забігайлівку!",original,Anger,Complaint / Dissatisfaction,94,train
16159,5.0,Архітектурний ансамбль просто неймовірний. Обов'язково для відвідування,original,Happiness,Gratitude / Positive Feedback,71,train
10005382,,Хотілось би щоб була актуальна інформація по наявності товару та більш розширений перелік товарів на доставку,original,Neutral,Suggestion / Idea,109,train
5626,5.0,"Дуже класне місце, тут зручно і затишно, ще непогані комп'ютери.",original,Happiness,Gratitude / Positive Feedback,64,train
10005778,,Коли буде можливість бронювати кошти на придбання житла по цих сертифікатах?,original,Neutral,Question / Request for Help,76,train
3291,5.0,"Найкращий коледж!! спільного поряд, дендропарк, настільки все красиво ви таке точно не бачили✨",original,Happiness,Gratitude / Positive Feedback,94,train
3193,5.0,"Реєстрували дитину днями - записалися по інтернету, подали документи і всього за 30 хвилин оформили відразу всі необхідні документи! Швидко та якісно. Ввічливий оператор і дівчина на інформації. Було несподівано та дуже приємно :)",original,Happiness,Gratitude / Positive Feedback,230,train
7123,5.0,Професійне обслуговування Рижкової Катерини дуже вражає. Чудовий персонал української імміграційної служби.,original,Happiness,Gratitude / Positive Feedback,107,train
14058,5.0,"Чудовий сервісний центр. Якісне швидке обслуговування, лояльні, вічливі інспектори і працівники. Є талони в наявності постійно. Всім рекомендую!",original,Happiness,Gratitude / Positive Feedback,144,train
15428,1.0,"Працюють пару годин, і ті пару годин кажуть чекайте і сидять ногті чистять, тягнуть час до обіду, бо працюють з 10 а в 12 вже обід",original,Anger,Complaint / Dissatisfaction,130,train
6711,5.0,"сьогодні скористалися послугою транспортування вперше. Перевозили батька з дому до лікарні. Бригада прибула через 30 хвилин після виклику, оперативно та акуратно (на інвалідному візку) спустили його до машини (а у нас п'ятий поверх без ліфта) і доставили нас до місця. Дуже якісна робота",original,Happiness,Gratitude / Positive Feedback,287,train
10064,,"Все чудово, але було б ще краще якби в деяких аудиторіях так холодно.",original,Neutral,Suggestion / Idea,69,train
7770,5.0,Гарне обслуговування. Співробітники справді хочуть допомогти. Була приємно вражена державною установою,original,Happiness,Gratitude / Positive Feedback,102,train
14496,5.0,"Вид з Львівської міської ради неймовірний, проте дійти трішки важкувато. Вхід на оглядовий майданчик для дорослих 40 грн. і для дітей 10 грн. Однак дуже високо потрібно підніматися по сходах, але це того вартує.",original,Happiness,Gratitude / Positive Feedback,211,train
13829,4.0,Будівля стара і занедбана. Вхід до управління з заднього двору. Працівники привітні і доброзичливі,original,Neutral,Neutral Comment,98,train
7812,4.0,"Персонал справді міг би бути ввічливішим. Охорона на вході дуже мила, але секретарі говорять різко, ніби ти їм щось винен.",original,Anger,Complaint / Dissatisfaction,122,train
5277,5.0,"Навчалася Інтернет-Маргетинг у Пономар Олексія. Ставлю цю програму навчання на перше місце за максимальне занурення в професію Інтернет Маркетолога.
Це не курс, а саме програма, що складається з 4-х окремих курсів…",original,Happiness,Gratitude / Positive Feedback,214,train
17038,5.0,Приємні враження від відвідування відділу оформлення біометричних документів. Дякую. Буду всім рекомендувати звертатись саме сюди. Молодці.,original,Happiness,Gratitude / Positive Feedback,139,train
17380,5.0,"Обслуговування хороше ,допомагають розібратися якщо щось не розумієш,всё чудово 💪…",original,Happiness,Gratitude / Positive Feedback,82,train
15547,5.0,"Була недавно на прийомі, жодних черг, спеціалісти працюють чудово і швидко",original,Happiness,Gratitude / Positive Feedback,74,train
10505,,"Один із найкращих паспортних сервісів, завжди гарне обслуговування, привітні люди, і не великі черги, проте на гугл картах пише що вони відчиняються в 9, а насправді по буднях з 8",original,Neutral,Gratitude / Positive Feedback,179,train
13478,5.0,"Задоволена сервісом,в тому числі послугою оформлення техпаспорту. Професійний підхід працівника (5 столик), доброзичливість та швидкість оформлення документів!! Так тримати!!",original,Happiness,Gratitude / Positive Feedback,174,train
12011,5.0,"Зверталася за консультацією до Станіслава Васильовича, вирішили всі питання. Враження, щодо консультації залишились тільки позитивні, професійно та надійно!",original,Happiness,Gratitude / Positive Feedback,156,train
16869,3.0,Організація так собі! За що ми їм платимо такі шалені гроші!? Телефони не працюють! Кожне віконечко має свої персональні часи прийому! Скрізь черги і оте преславуте приходьте через тиждень! Ідентифікаційний код робили три роки назад…,original,Anger,Complaint / Dissatisfaction,233,train
10000207,,"Вадиме, опишіть, будь ласка, вашу ситуацію детальніше, це допоможе нам розібратися в питанні та надати вам усю необхідну та актуальну інформацію.",original,Neutral,Question / Request for Help,145,train
16103,,"Екскурсія для дорослих 80грн., можна і своїм ходом-50грн, але послухати цікавіще",original,Neutral,Neutral Comment,80,train
17098,5.0,Робота паспортного відділу налагоджена на дуже професійному рівні.,original,Happiness,Gratitude / Positive Feedback,66,train
13962,5.0,Звернулася до даного сервісного центру і була вражена якістю надання послуг. Всі вічливі та привітні. Без негативу. Хочу відзначити інспектора Остапенка. Привітний та ввічливий. Чітко проговорював напрямок та пояснив виконані помилки.,original,Happiness,Gratitude / Positive Feedback,234,train
6729,1.0,"Шкода навіть 1 зірку ставити. Робила заявку на перевірку інтернет-магазину, який порушує права споживача і не повертає гроші за бракований товар, і що зробила ДПСС?)) Правильно, відписки по 4 сторінки кожна, де їм завжди не вистачало якоїсь…",original,Anger,Complaint / Dissatisfaction,241,train
11336,3.0,"Коледж середньої освіти та робочих спеціальностей. Є попит серед дітей, які планують навчатись у школі до 9 класу та не здавати тести. Корупція є, як і в інших закладах освіти України, починаючи зі вступу і до завершення навчання.",original,Anger,Complaint / Dissatisfaction,230,train
17443,,Дуже швидке і якісне оформлення закордонного паспорту!!!! Вважаю правильним підвищити заробітну платню за гарну роботу!,original,Happiness,Gratitude / Positive Feedback,119,train
9360,5.0,"Складала практичний іспит в даному підрозділі. Відвідавши декілька закладів у інших містах можу впевнено сказати, що цей однозначно один із найкращих в країні - попала на складання в той же день!, але ще окремо хочу відмітити - тут привітні…",original,Happiness,Gratitude / Positive Feedback,241,train
5171,5.0,"Чудова академія Step, ми дуже раді, що там навчається наш онук, в академії починають з базових знань комп'ютера, які дуже важливі в повсякденному використанні і є основою для подальшого навчання, програмування.…",original,Happiness,Gratitude / Positive Feedback,211,train
4304,5.0,"Найкращий та рідний університет. Якщо навчатись у Харкові, то тільки тут)",original,Happiness,Gratitude / Positive Feedback,73,train
13083,,Рекомендую юриста Олега Вікторовича по пенсійним питанням!,original,Happiness,Gratitude / Positive Feedback,58,train
14570,5.0,"Це чудово,що біля міської ради міста Львова, Володимир Зеленський, Євген Кошовий та його співтовариство з 95 кварталу знімали фільм. Багато людей були зацікавлені цим процесом, та проектом. Дехто напевно попаде в кадр. Львів притягує до себе багатьох видатних особистостей.",original,Happiness,Gratitude / Positive Feedback,273,train
11862,4.0,"Гарний ліцей, вчителі завжди готові допомогти. За 3 роки багато чому навчився навіть те, що не пов'язано з моєю професією",original,Happiness,Gratitude / Positive Feedback,121,train
13717,1.0,"неможливо додзвонитися, трубку цілий день не беруть!",original,Anger,Complaint / Dissatisfaction,52,train
5302,,"Якщо ти вважаєш себе просто учнем середньоосвітньої школи, а не особистістю, якою потрібно розвиватися і досягати успіху в житті, не зупинятися на досягнутому, а ставити собі нові і нові завдання, часом складні і не стандартні, ти можеш це…",original,Neutral,Suggestion / Idea,240,train
5125,5.0,"Дуже задоволена процесом навчання в Академії КРОК. Підхід серйозний, навчання організовано добре, високому рівні. Професіоналізм деяких освітян захоплює!  Сучасний та креативний підхід у навчанні таких програм як Ps. Ai. 3d Maya. Premiere…",original,Happiness,Gratitude / Positive Feedback,239,train
13735,5.0,Найкращий навчальний заклад в Україні для фахівців з надзвичайних ситуацій,original,Happiness,Gratitude / Positive Feedback,74,train
451,2.0,зробив довідку за 5 хв але приходити треба з фото на місці не роблять і де зробити не знають і на ресепшені сидить грубіянка.,original,Anger,Complaint / Dissatisfaction,125,train
16135,5.0,"Місце яке  має свою історію та яке варто відвідати, вас чекає чудова архітектура,  і охайна доглянута  територія.",original,Happiness,Gratitude / Positive Feedback,113,train
10000594,,Що треба робити підкажіть . Які кроки я повинна зробити,original,Neutral,Question / Request for Help,55,train
9523,5.0,"Приїхав, достатньо місця на парковці, привітні працівники, чисто, охайно. Приємно знаходитися в центрі. Швидке оформлення. Радий бачити зміни на краще!",original,Happiness,Gratitude / Positive Feedback,151,train
2456,5.0,"Нещодавно були в ветклініці з кішкою. Поки робили операцію, які були на екскурсії, пройшлися по території Центру.",original,Neutral,Neutral Comment,113,train
2963,,"Дзержинський суд Харкова, найгуманніший суд у світі.",original,Neutral,Suggestion / Idea,52,train
1618,,"Було б краще якщо додали інфо на сайті податкової, приходиш туди і починається квест, ксерокс, не взяв паперу, що бракує, а співробітниці ввічливі, компетентні у всіх питаннях, за часом приходити краще до 10 в 9 черги.",original,Neutral,Suggestion / Idea,218,train
12503,5.0,"Були у Олега Вікторовича на прийомі, дуже сподобалося, кваліфікований спеціаліст, професіонал у своїй справі",original,Happiness,Gratitude / Positive Feedback,108,train
10004435,,"У когось є досвіт прийому онлайн платежів з приватівської карти єВідновлення через еквайрінг моно? У клієнта не вийшло сплатити, приват сказав це на стороні терміналу. Підтримка моно каже - це на стороні привату.",original,Neutral,Question / Request for Help,212,train
12677,5.0,Дякую за консультацію юристу Віктору Миколайовичу. ГАРНИЙ ФАХІВЕЦЬ СВОЄЇ СПРАВИ. Детально розяснив мої права щодо пенсійного законодавства. Рекомендую послуги цього юриста  .ДЯКУЮ ЗА НАДАННЯ ПОСЛУГ.,original,Happiness,Gratitude / Positive Feedback,198,train
3811,1.0,Щоб отримати ухвалу на поховання.. Нашим суддям потрібно на роздум не один день .. напрошується питання якщо це торкнеться Ваших рідних Ви теж будете також приймати рішення днями або може тижнями?,original,Anger,Complaint / Dissatisfaction,196,train
15419,1.0,"24.09.24. Стояла 2 години в черзі щоб зайти в кабінет на 2 хв. Графік не правдивий.Працюють з 10-00 -15-00 з-12 00-13 00обід.Кажуть почекати за дверима людям, проходить до 20 хв поки  захочуть покликати  .І їх там троє працівників  а не як одна, як пишуть.",original,Anger,Complaint / Dissatisfaction,256,train
7810,1.0,"Дочка до суду тричі їздила, щоб поставити печатку на ухвалі. Формне знущання. Вперше дали ухвалу без печатки та підпису судді. Вдруге поїхала, 16 годин, немає ні судді ні помічника, Третій раз поїхала, суддя так і не поставила підпис, а печатку поставили після обіду. Хоча приїхала під час. Формне знущання.",original,Anger,Complaint / Dissatisfaction,307,train
13839,1.0,"Махрова корупція, кумівство та клановий розпил бюджету.",original,Anger,Complaint / Dissatisfaction,55,train
9566,5.0,"чудове  та швидке обслуговування ,привітний персонал.",original,Happiness,Gratitude / Positive Feedback,53,train
8906,1.0,"Не зрозуміло як працюють, коли, який номер телефону, коли б не зателефонував з абонентом відсутній зв'язок, коли б не зайшов, поцьомав клямку і пішов",original,Anger,Complaint / Dissatisfaction,149,train
2366,5.0,"Хочу подякувати центру за допомогу з відливом безпритульних собак біля мого будинку Танкопія 8а , особлива вдячність Жепалову Олегу Володимировичу за швидке вирішення проблеми та людяний підхід до мого звернення!",original,Happiness,Gratitude / Positive Feedback,212,train
2390,5.0,"Дуже гарна ветклініка. Все чесно та відкрито. Немає викачування грошей. А люди, які там працюють, щиро люблять свою справу.
Велика подяка Ілоні Володимирівні. Ви просто дивовижна людина та професіонал…",original,Happiness,Gratitude / Positive Feedback,201,train
6951,5.0,"Якщо є необхідність отримати максимально якісний сервіс, Вам сюди давно отримував професійну допомогу.",original,Happiness,Gratitude / Positive Feedback,102,train
11233,5.0,"Навчався за спецiальнiстю-органiзатор культурно- дозвiлевойи дiяльностi, керiвник оркестру на ансамблю народних iнструментiв- подяка за знання найкращому викладачевi та з великойи букви"" ЛЮДИНI""Шевченку Петру Миколайовичу та всiм викладачам…",original,Happiness,Gratitude / Positive Feedback,241,train
1566,5.0,Завжди шанобливе та швидке обслуговування. Структура розвивається та спрощується для звичайної людини.,original,Happiness,Gratitude / Positive Feedback,102,train
11463,5.0,"Ділюсь враженнями про це місце. Вони дуже позитивні. І вчать, і можна відпочити. Дякую.",original,Happiness,Gratitude / Positive Feedback,87,train
217,5.0,"Оформляла допомогу ВПО. Швидко все зробили, компетентні працівники.",original,Happiness,Gratitude / Positive Feedback,67,train
9368,5.0,"Складала теоретичний  та практичний іспит в сервісному центрі 7442 м. Прилуки.16.07.25р отримала посвячення, екзамени склала з першої спроби. Додам ще,що я не місцева і міста майже незнаю. Хочу подякувати персоналу сервісного…",original,Happiness,Gratitude / Positive Feedback,226,train
748,1.0,"Жахливе обслуговування та час роботи, і неможливо додзвонитися.",original,Anger,Complaint / Dissatisfaction,63,train
427,5.0,Дівчата на ресепшені ввічливо допомогли розібратися у ситуації,original,Happiness,Gratitude / Positive Feedback,62,train
10334,5.0,"Крутий салон, працюють професіонали своєї справи. Дуже розумно роз'яснили про звільнення та вибір місця для тату. По-дружньому приємне ставлення і відмінна робота. Рекомендую",original,Happiness,Gratitude / Positive Feedback,174,train
8620,5.0,"Луже ввічливі адміністратори, допомагають швидко отримати всі необхідні адміністративні послуги, а також якісно консультують.",original,Happiness,Gratitude / Positive Feedback,125,train
6047,5.0,"Звернувся до інспекції про те, що мій індетифікаційний код не проходить верифікацію в інших базах. Протягом 10 хвилин провели перевірку та замінили паперовий код на новий. Дякуємо співробітникам за швидке та якісне обслуговування!",original,Happiness,Gratitude / Positive Feedback,230,train
6172,5.0,"слід звернути увагу  на  будівлю 1912 року. це яскравий приклад українського модерну в архітектурі, збережений в гарному вигляді. З ганком і фрізом, різнорівневим дахом. любителі архітектури, вам сюди.",original,Happiness,Suggestion / Idea,201,train
990,5.0,"Хороший ВНЗ, який займає далеко не останнє місце в рейтингу по Україні.  Відучилася у ньому 5 років. З упевненістю можу сказати, що там можна вчитися не купуючи оцінки, було б бажання. В універі чисто, непоганий ремонт. Бо отримую зараз другу вищу в іншому універі, можу порівнювати. Мені став подобатися ХНУРЕ.",original,Happiness,Gratitude / Positive Feedback,311,train
1003,5.0,"Не шкодую, що обрала цей університет. Радий, що навчаюся тут!",original,Happiness,Gratitude / Positive Feedback,61,train
4885,5.0,"Наша донька (10 років) проводить надзвичайно чудовий час у літньому таборі комп’ютерної академії IT Step.  Катя задоволена навчанням у літньому таборі, формою викладання та викладачами. Незважаючи на те, що зайняття проходять під час літніх…",original,Happiness,Gratitude / Positive Feedback,241,train
3517,5.0,"Для мене це найкращий університет.
Головний корпус – це шедевр. Аудиторії чисті, теплі взимку. В університеті є кафедра фізичного виховання, де просто бомбардовані тренери, які допоможуть,…",original,Happiness,Gratitude / Positive Feedback,189,train
5340,5.0,"Дуже добре. Все на найвищому рівні. Моя дитина з посмішкою
заходить у КРОК і виходить із посмішкою. Він так добре розповідає
що він усе розуміє, що дуже класно і таке інше. Дуже добре розповідають матеріал та домашні завдання робляться легко
але з поняттям.",original,Happiness,Gratitude / Positive Feedback,257,train
1726,1.0,"Директор коледжу, ПЕРЕВЕЗНИК АНАТОЛІЙ СЕМЕНОВИЧ, пари які сам веде, ставить останніми та затримує учнів щонайменше на півтори години!!! Це не педагогічно і не дозволено, така поведінка! Якщо це не припинитись і ми, батьки не зможемо вплинути на це, то звернемося до Міністерства освіти України!!!",original,Anger,Complaint / Dissatisfaction,296,train
727,5.0,"Чудовий фахівець Ковальчук Ганна, усміхнена та доброзичлива, яка знає свою роботу, витримана! Дякую за такого працівника, приємно приходити!",original,Happiness,Gratitude / Positive Feedback,140,train
8547,5.0,"Дуже швидко, оперативно, інформативно. Пані Наталія Шевчук-Малькут просто золота! Хотілось би, щоб у всіх ЦНАПах були такі працівники!",original,Happiness,Gratitude / Positive Feedback,134,train
708,5.0,Приємне враження. Швидке обслуговування. Зручний сервіс. Ремонт у приміщенні. Зміни сутеві.,original,Happiness,Gratitude / Positive Feedback,91,train
13236,5.0,"Був на консультації у Валерії Олексіївни, все сподобалося, на всі запитання одержав відповіді, рекомендую!",original,Happiness,Gratitude / Positive Feedback,106,train
17516,5.0,Подав на оформлення документи для зп своїй Бабусі. Все гарно та професійно,original,Happiness,Gratitude / Positive Feedback,74,train
6517,5.0,"Хочу подякувати викладачу курсу ""Відео зйомка та монтаж"" Іллю. Професіонал високого рівня! Доступно та зрозуміло пояснює роботу з програмою Adobe premiere pro. Якщо десь незрозуміло, 10 разів розповість у різній формі, тож зрозумієте…",original,Happiness,Gratitude / Positive Feedback,234,train
17450,5.0,У паспортном у відділі гарно налагоджена робота. Рекомендую.,original,Happiness,Gratitude / Positive Feedback,60,train
4137,,"Та ось би телефончиків більше, тоді й додзвонитися реальніше 🙄
Швидше буде приїхати 😄
З питань землі може хто знає, кому потрібно звернутися?…",original,Neutral,Question / Request for Help,142,train
1225,1.0,"Жахливе спілкування по телефону. Ситуація така померла бабуся зателефонував запитати запитати, як попередити листоношу про ситуацію і що до нас можна не йти. На що мені сказали цитата"" ніяких грошей ви не отримаєте вона померла""",original,Anger,Complaint / Dissatisfaction,228,train
3640,5.0,"Займаємося зараз дистанційно, чудовий коледж, раджу всім: 3 не пошкодуєте",original,Happiness,Gratitude / Positive Feedback,73,train
10005685,,"🔴🌬️Увага! Шалений ВІТЕР прогнозують у Києві.  У найближчу годину і до кінця доби в столиці очікуються пориви вітру до 18 м/с.  Рекомендую під час сильного вітру щільно зачиняти вікна; прибрати з балконів і лоджій предмети, які можуть випасти; триматися подалі від рекламних щитів, ліній електропередачі, великих дерев, а також не паркувати поруч із ними тачки!  Труха⚡️Київ | Надіслати новину",original,Fear,Suggestion / Idea,392,train
3313,1.0,"Можу сказати лише за факультет іноземної філології: знань з мов ви тут не отримаєте. Оцінки ставляться лише з відвідуваності. Якщо ви є на кожній парі і навіть щось пишете і, oh my god, відповідаєте, то отримаєте свої 4-5 без жодних турбот,…",original,Anger,Complaint / Dissatisfaction,241,train
9144,5.0,"Дуже сильно допомогли, дійсно кваліфіковані фахівці, тактовно та з повагою спілукються",original,Happiness,Gratitude / Positive Feedback,86,train
5287,5.0,"Всім добрий день! Ми є учнями 4 класу Академії Крок! Безумовно варто самим прийти і переконатися в прекрасній організації та подачі інформації, індивідуальному підході, високому рівню знань, різноманітним заняттям…. Нові знання, нові друзі, нові емоції!",original,Happiness,Gratitude / Positive Feedback,253,train
12779,5.0,"Сьогодні була на прийомі у центрі правової допомоги, на прийомі уВіктора Михайловича.Юрист з великої літери.Вічливий ,розумний,дай бог йому здоровья і наснаги в його роботі.",original,Happiness,Gratitude / Positive Feedback,173,train
6276,1.0,"Співробітники ненавидять весь світ, відповіді домогтися від будь-кого складно. Якщо хтось і відповідає на запитання, то відповідь видає скоромовкою.  Якщо ввічливо попросити повторити відповідь, від кожного співробітника слідує стандартний…",original,Anger,Complaint / Dissatisfaction,240,train
8108,5.0,"Рекомендую. Робила свідоцтво про народження, дуже швидко. Працівники дуже ввічливі 🙂…",original,Happiness,Gratitude / Positive Feedback,85,train
10003848,,Як отримати 200 тисяч грн на відновлення житла. єВідновлення #shorts #україна #війна,original,Neutral,Question / Request for Help,84,train
4987,5.0,"Доброго дня. Хочу подякувати Харківській філії за чудову роботу, добрих викладачів, та чудовий підхід. Предмети різноманітні та корисні, багато практики – загалом усе що потрібно. Мені подобається. Дякую",original,Happiness,Gratitude / Positive Feedback,203,train
3158,1.0,"В п'ятницю режим роботи до 15:45, але о 15:30 зачинено за",original,Anger,Complaint / Dissatisfaction,57,train
2062,5.0,Оформили пакет документів на ділянку у строк та «під ключ»,original,Happiness,Gratitude / Positive Feedback,58,train
6448,5.0,"Міжгалактичний дякую всій команді викладачів та адміністраторів за круті тренінги, настанови, підтримку, тепло та можливість зіграти на театральній сцені 🎭 За майже рік навчання на інтенсивності та зануренні я отримала тонни задоволення,…",original,Happiness,Gratitude / Positive Feedback,238,train
10333,5.0,"Був дуже здивований гостинністю, майстер Віталік розуміється на своїй справі.
Допомогли виправити початковий ескіз. Взагалі я задоволений, дякую що допомогли здійснити мрію",original,Happiness,Gratitude / Positive Feedback,172,train
10497,5.0,"Задоволена обслуговуванням! Все дуже швидко зробили. Працюють гарні фахівці, які за потреби проконсультують і нададуть якісні послуги!",original,Happiness,Gratitude / Positive Feedback,134,train
1900,,"Є в їдальні на першому поверсі. Вічно грає піп музика, нібито Басков, Кіркоров. А взагалі, університет добрий. Дівчина вчитися)",original,Neutral,Neutral Comment,127,train
6954,5.0,"Я в захваті! Мені здається-це взагалі єдине місце в нашому місті, де все працює просто .. як годинник! Такого сервісу я ще ніде не бачила. Ми прийшли рівно без 15 хвилин до закінчення робочого дня. У будь-якій іншій інстанції нам би не те,…",original,Happiness,Gratitude / Positive Feedback,240,train
1672,1.0,Двічі мав досвід спілкування. Обидва рази ухвалено неправосудні рішення.,original,Anger,Complaint / Dissatisfaction,72,train
12376,5.0,"Дякую кваліфікованому юристу -  Олександру Павловичу, за якісну консультацію моїх прав, та за оцінку ризиків у даній ситуації. Рекомендую звертатися до нього за наданням послуг правової допомоги!!!!!",original,Happiness,Gratitude / Positive Feedback,199,train
10734,1.0,"Час проведений в цьому тсц може затягнутися,чекала своєї черги більше півтори години від призначеного часу.Після подання документів почула грубість з боку інспектора і ""пораду"" як швидко маю підходити до віконечка(хочу зазначити,що маю…",original,Anger,Complaint / Dissatisfaction,236,train
10003810,,"Потрібно всім зареєструватись саме у Твіттері, тому що в Інстаграмі ми здебільшого ділимося інформацією один з одним та через це наша сторіз-стрічка перетворюється на стрічку новин ""для своїх"", тобто для нас самих. Це замкнуте інфополе. Навіть якщо є росіяни серед читачів, то ваші сторіз вони просто гортають далі. Просто тому, що їм це нецікаво. Хто там вмирає, де бомбардують, що там з вами та вашими рідними. Вони себе вже від цього відокремили. «Це ж не ми».  Ну а нам з вами треба, щоб почули всі.  У Твітері сидять іноземні та впливові люди, ЗМІ, політики, тощо. Робіть пост і позначайте всіх, кого знаєте та не знаєте. Щоб кожен бачив на власні очі, що рашисти коять з Україною.  Якщо не знаєте, кого тегати - https://t.me",original,Anger,Suggestion / Idea,730,train
4211,5.0,"Великий університет зі статуєю Каразіна на вході. Усередині є стіна, на якій намальовані майже всі відомі математики.",original,Neutral,Neutral Comment,117,train
16664,5.0,"Дуже сподобалося! Екскурсія 80 грн. з людини, тільки з екскурсією можна потрапити всередину будівлі. Так погуляти по парку 50 грн.",original,Happiness,Gratitude / Positive Feedback,130,train
11968,1.0,"На телефон (04.09)відповідає Хамка. Людина явно не на своєму місці. Прошу звернути увагу керівництва, на доцільність тримання цього тягаря. Дякую.",original,Anger,Complaint / Dissatisfaction,146,train
12153,,"Відверто раджу звертатись на консультацію до Олега Вікторовича, юрист справив враження людини, яка хоче і може допомогти.",original,Happiness,Gratitude / Positive Feedback,121,train
13440,1.0,Не дають повної інформаціїчерез це приходиться ходити телефонувати і з-за цього проявляються черги і безлад. Я чотири дні немогла добитися інформації потрачено купа часу і нервів. На сьогодні я не можу взяти талон тому що їх просто нема ні…,original,Anger,Complaint / Dissatisfaction,240,train
9530,1.0,"Найгірший сервісний центр, чекав у черзі 4 години що б пройти тест, але нікого не було в екзаменаційній кімнаті і нікого не впускали, пуста трата часу, легше купити права",original,Anger,Complaint / Dissatisfaction,170,train
12518,5.0,Дякую за правову консультацію юриста Віктора Миколайовича. Все доступно  та зрозуміло пояснив який порядок дій в вирішенні мого запитання. Рекомендую.,original,Happiness,Gratitude / Positive Feedback,150,train
10794,,Під час повітряний тривоги мені відрізали волосся а також в їдальні мені дали гниле яблоко.вчителя нормальні та їда смачна.їжа у буфеті не дуже смачна а також великі ціни раніше пляшка води коштувала 8 грн а зараз 15 .,original,Neutral,Complaint / Dissatisfaction,218,train
1007,5.0,Відмінний університет. Закінчував заочну форму навчання. Сильний викладацький склад. Адекватне відношення викладачів до студентів.,original,Happiness,Gratitude / Positive Feedback,130,train
14432,5.0,Дороги в місті бажають бути найкращими) але сервісний центр дуже сподобався. Чисто та мало людей.,original,Happiness,Gratitude / Positive Feedback,97,train
10004876,,"Посол України Андрій Мельник пропонує, щоб Німеччина ухвалила закон про ленд-ліз для України за прикладом США.  Про це він сказав у інтерв’ю Bild am Sonntag.",original,Neutral,Suggestion / Idea,157,train
12372,5.0,"Рекомендую юриста Олександру Павловича, дякуємо за надану допомогу!",original,Happiness,Gratitude / Positive Feedback,67,train
6722,1.0,"Хотіли викликати швидку, у дитини температура 39.5. На що отримали відповідь, Вибачте, ми не можемо до вас приїхати. Усі зайняті. Ось так ось Айболіт у Дніпрі.",original,Anger,Complaint / Dissatisfaction,159,train
16177,5.0,"Не схожий ні на жоден інший університет, ні на жодну іншу резиденцію. Краса і спокій.",original,Happiness,Gratitude / Positive Feedback,85,train
6307,3.0,"Іноді чекати доводиться довго, а стільчиків, щоб сісти мало",original,Sadness,Complaint / Dissatisfaction,59,train
12071,5.0,"Зверталась до юриста Станіслава Васильовича по військовому питанню, все чітко і доступно пояснив. Рекомендую!",original,Happiness,Gratitude / Positive Feedback,109,train
8853,1.0,"13:50 і далі обідають
14:00 кабінет 6а і далі обідає
Крім матів нічого на язиці не крутиться…",original,Anger,Complaint / Dissatisfaction,93,train
12908,5.0,Дякую за професійну консультацію юриста  Віктора Миколаєвича.Дуже  вдячний !,original,Happiness,Gratitude / Positive Feedback,76,train
11561,4.0,"Не міг знайти вхід, він оказався позаду будівлі налогової, по сходах на 5 поверх. В холі висить монітор з інформацією коли кому заходити. Термінал нажаль не працював для оплати послуг та отримання квитанції. А обслужили швидко і якісно. Лишився задоволений.",original,Happiness,Gratitude / Positive Feedback,257,train
14961,5.0,"Красиву ратушу варто відвідати. А якщо вам цікаво, ви також можете помилуватися краєвидами міста з вежі ратуші. Дуже рекомендую!",original,Happiness,Suggestion / Idea,128,train
